M173a	Romanian Jam/Teach	Play Romanian music.  Music for C instruments is provided.  Some guidance offered on Romanian styling.	G S	F	Westborough	1900	966					
M1123	FSSGB Song Swap	Everyone is welcome to join our folk singing party. The song leaders will get us started but every attendee is welcome to suggest songs that we can sing together.	G B	F	Westborough	2000	664					
M416	Whistling Whorkshop	Techniques for whistling with the lips, with special focus on dance tunes, as well as considerations for performance in general.	T S	F	Westborough	2100	5005	11491				
				F	Westborough	2200						
				F	Southborough	1900						
M50	Fiddle without Pain	Discussion, chat, question and answers. Discuss fiddle technique,   How to play without pain.	C 	F	Southborough	1930	1117					
M247b	Southern New England Fiddle Tunes	Rhode Island and Connecticut have strong fiddling traditions stretching back to Colonial days. We will present tunes from the repertoire of Freedman Occramer Marycoo (b1746), Uncle Joe Shippee (b1856) and Frank Moon (b1916) and others. Sheet music provided for audience participation. 	P 	F	Southborough	2030	12850					
M1258a	Old Time Fiddle and Banjo Duets	Fiddle and Banjo go together like chips and salsa! This concert will bring out the best in each instrument as we explore Southern Appalachian music, both old and new. 	E 	F	Southborough	2130	12873					
				F	Southborough	2230						
				F	Sudbury	1900						
M322	Sea Chanteys 101	Chanteys are work-songs, fitted for task and purpose. Learn about the tasks chanteys were used for, the choruses to common chanteys, and how to lead a chantey with confidence even if you don’t know the words.	T B	F	Sudbury	2000	11982					
M1396	Echoes of Caledonia	The cello played a huge role in Scottish dance bands from the mid-18th century  into the 19th. This performance is a reclamation of the tradition, drawing from inspiring baroque cello performance.	E 	F	Duchess	2000	12914					
M1402	Tunes from Old England	Having recently moved from England to New England, Tim brings tunes from home, taught by ear within a friendly session environment. All instruments and levels of ability are welcome. 	T S	F	Duchess	2100	12926					
				F	Duchess	2200						
M137b	Contemporary Sea Songs of Survival and Distress	I’ll be leading a number of ballads and chanties I’ve composed and recorded over the years: songs of survival, songs of disasters, songs about very weird things that may or may not have happened on the Seven Seas. There will be time set aside for others to lead similar songs.    	G S	F	Seminar	1900	8760					
M991a	Exploring Beyond the Traditions	Casey Murray & Molly Tucker present a concert of original and traditional tunes in New England, Celtic, and Old Time styles, featuring fiddle, cello, guitar, and banjo.	E 	F	Seminar	2000	12466					
M942	Ginger Sea 'Neath the Celtic Moon	We will be presenting songs from our new project (Ginger Sea 'Neath the Celtic Moon) revolving around the Atlantic Ocean, songwriting, boat building, and red hair...	E 	F	Seminar	2100	10529					
				F	Seminar	2200						
M247a	Favorite Old Time Tunes Slow Jam 	Your chance to play some favorite Old Time fiddle tunes at advanced beginner pace. Friends from the Berlin MA OT jam will help get you going on Angeline the Baker, Over the Waterfall, Liberty, Seneca Square Dance and other old favorites..	G S	F	Trade Center Tent	1900	12645					
M1384	Songs with Boisterous Shouting!!	Open sing focused on very enthusiastic group participation! Get ready for callbacks, hand motions, stomping your feet, and a great time! Come raise your voices in a joyous cacophony of song! 	G S	F	Trade Center Tent	2000	12902					
M119a	Pub Sing	We may not have a pub, but we can still raise the rafters! A traditional English-style pub sing, emphasizing chorus songs. Bring one to share, or just follow along.	G B	F	Trade Center Tent	2100	1036	12946				
T179a	Get in the Groove Contras	Groovy contras with good flow, connection, and balance. Groovy good times!	D S	S	Trade Center West	1100	10903	12101				
T172b	We Meet Again Contras	Contras with plenty of Neighbor interaction and maybe a Shadow or two.	D S	S	Trade Center West	1300	4825	12267	1668			
P40b	Festive Yet Tasteful ECD	A stylish blend of English country dances:  from elegant to energetic, playful to thoughtful, flowing to frolicking!	D S	S	Trade Center West	1500	2544	11707				
P140b	Kudos to Kynaston (ECD)	We'll explore some English country dances created in the early 18th century by Nathaniel Kynaston.	D S	S	Trade Center West	1600	1376	12877				
T88	Contra Chestnuts Plus	We'll dance some of our favorite classic contras, along with some spirited commentary on those dances from NEFFA co-founder Ralph Page. Money Musk may make an appearance.	D S	S	Trade Center West	1730	6220	10902				
T1169	Contras with Rum & Onions	Contra dance to the music of the creative and BIG band Rum & Onions!  Some experience helpful.  	D S	S	Trade Center West	1830	2235	1758				
T161b	Beatles Contra	Some great Beatles songs are perfect for contras. Dance and sing your heart out! 	D S	S	Trade Center West	1930	945	12889				
T262d	Stream of Contraness (Contra Hash!)	Non-stop, no walkthrough, continuously changing contra dance medley!	N X	S	Trade Center West	2200	11962	12276				
T262b	Contra Party!	Lively contras for dancers (new and old) who just can't get enough!	D S	S	Trade Center West	2230	11962	12276				
P1352a	Intro to Folk Waltz	In this intro to waltz session we'll learn how to create a satisfying dance connection with a partner, how to use dance frame to communicate with a partner, basic steps, and basic turns.  You will leave with a solid understanding of fundamental folk waltzing and be well on your way to having melty, lovely waltzes!    This session is for the type of folk waltzing usually done at contra dances, not ballroom waltz.	T B	S	Ballroom AB	1000	12856	8384				
R107	Dances of Anatolia	Dance to gorgeous music from Armenia and Turkey!	D S	S	Ballroom AB	1200	11159	4891				
P265a	Ballo Liscio from Italy (Waltzes, Tangos, etc.)	 Ballo Liscio from Italy: Polcas, Tangos, Waltzes, Mazurcas	N S	S	Ballroom AB	1800	11989					
R1347b	International Dance Party!	Come dance to a variety of our favorite International tunes from the Balkans and beyond!	N S	S	Ballroom AB	2000	3031					
P207	Jug Band Blues and Swing Dance	Come dance your heart out to Outrageous Fortune's rootsy jug band stylings of classic '20s and '30s blues and jazz. Listeners are also welcome!	N S	S	Ballroom AB	2200	6256					
P40a	Learn the ECD Medley Dances	Learn all of the dances for this year's English dance medley! Includes tips for expeditious recoveries. No obligation to participate in the actual medley. 	D S	S	Ballroom CDE	1200	2544	1710	5538			
F110	Dance Performances		 	S	Ballroom CDE	1300	962	2683	10758	7314	11735	1679
T1367a	Philly's Phinest Contras	Exciting contras written by Philadelphia-area callers and choreographers, including Rick Mohr, Donna Hunt, Scott Higgs, Jim Kitch, and Ridge Kennedy!	D S	S	Ballroom CDE	1400	12878	522				
T1365b	Queer as Folk Dance (Contras)	A variety of contras all written by queer choreographers!	D S	S	Ballroom CDE	1600	12876	11394				
P267a	Recent English Country Dance Delights	Enjoy lively and lovely ECD dances from the past 5 years.	D S	S	Ballroom CDE	1930	133	12884				
T140e	Introduction to Contras	Beginners will come away with a good understanding of the basic figures used in this style of dance. 	D B	S	Marlborough	1000	1376	11912	12314			
P185a	Intro to English Country Dance	Learn the basic steps and figures of English Country Dance while dancing to beautiful music.	D B	S	Marlborough	1100	1733	1732	1488			
P439b	Couple Sequence Dances	Choreographed couple dances from different traditions, pretty, lively, fun.	D B	S	Marlborough	1200	3003	12488				
R168b	Intro to International Dance	Come learn the basics of Balkan and other International dance styles. Enjoy efficient, cheerful teaching and wonderful live music!	T B	S	Marlborough	1300	2227	3031				
T1264	Appalachian Flatfooting and Buck Dancing	Participants will learn the basics of Appalachian flatfooting and buck dancing.	T B	S	Marlborough	1800	12642	5540				
P1137a	Swedish Couple Dancing	A session of Swedish couple turning dances -- regional polskas along with hambo, schottis, waltz, and more. 	N S	S	Marlborough	2100	5016					
				S	Marlborough	2230						
				S	Sterling	1000						
T269c	Family Fun Dance	Easy sequences for everyone at any experience level. Enjoy the pairing of dance and music with your fellow participants!	D F	S	Sterling	1200	10898	8374				
T127b	Family Barn Dance	Fun dances for everyone, from the child dancing with a parent as one person, to dancers whose grandchildren have left home.	D F	S	Sterling	1300	200	5947				
				S	Sterling	1400						
M1249a	Ottoman Turkish Makam Music	Ottoman court music from 17-18th century	E 	S	Sterling	1700	12862					
M1378	Not the SOS	Original music and some covers. 	E 	S	Sterling	1800	12893					
M242b	Hypnotic Old-Time Jam	Hypnotic, moderately paced Old-Time Jam. Improve your jamming skills and lock in with other musicians in a moderately-paced Southern old time jam.  	G S	S	Sterling	1900	5540					
M1399	Front Porch Busking	The Watertonics (Watertown's leading [and only!] Front Porch Busking Troupe), will be playing an eclectic selection of music from Contradance to Folk to Klezmer to Italian Restaurant music.	E 	S	Sterling	2000	12921					
				S	Sterling	2200						
P431b	Community Dance Party with Margaret Bary and Tabbies' Delight	Fun and accessible dances for all ages.	D F	S	Princess	1000	117	12527				
P114	Family Scottish Country Dancing	All ages and abilities welcome for energetic and engaging traditional Scottish social dancing. Geared toward people who are newer to Scottish Country Dancing. Gender-free terminology.	D F	S	Princess	1100	6161	1596				
				S	Princess	1200						
M139d	Jam Session:  English Country Dance Tunes	From 1651 to the present, ECD tunes delight us with their variety. Let’s play melodies from the spritely to the sumptuous. If possible, bring Barnes books and music stands to share.	G S	S	Princess	1230	12884					
M22a	West Gallery Music	Sing and play music from rural English churches, from the time of Thomas Hardy, Jane Austen, and King George III. For all voices and melodic instruments.	G S	S	Princess	1330	3976					
M176	Balkan Kefana Singalong	Come sing along (or just enjoy listening) to "old city songs" and/or dance songs  from Macedonia and surrounding areas, evoking the pleasure ("kefi") of singing with old friends around the table at a celebration, or in the village tavern or coffeehouse.	G S	S	Princess	1430	10114					
M186	Stellar Hits from the First 20 Years!	We invite you to celebrate our 20 years together in stellar song and sing our greatest hits with us! Our galaxy includes works by traditional, original, and contemporary songwriters around the globe. You will be immersed in a harmony-rich blend of music that empowers and inspires, as well as honors the natural world. There will also be a song or two that tickles your funny bone!	E 	S	Princess	1530	4150					
M227b	Shetland Fiddle Workshop	This workshop will introduce players to a traditional Shetland reel or march, and a slow listening tune. Geared for fiddlers who learn by ear; other instrumentalists are also welcome. 	T S	S	Princess	1630	1365					
M108	Celtic Harp - From the Past to the Present	From Turlough O'Carolan to Loreena McKennitt featuring Clairseach (Traditional Irish wire-strung Harp), Electric Harp, Irish Penny Whistles, Wooden Flutes, Hammered Dulcimer, Bowed Psaltery, vocal harmonies, and more.	E 	S	Princess	1730	11905					
M1395	Waltz Jam	An open session of multi-instrumentalists playing 3/4-Time Music for more than 2 decades at NEFFA. Led by Bob Alessio and Boston area acoustic musicians. Sheet music booklet provided.  	G S	S	Princess	1830	3616					
M1404	How to Talk to Your Sound Engineer	How to work with an engineer to get the best sound with the least aggravation. What's possible; what isn't; what you can do to avoid feedback and more.   	C 	S	Princess	1930	12935					
m91	Double the Fun!	Fiddler Cathy Mason and multi-instrumentalist Sarah Jane Nelson will be twinning up on old time tunes. In addition to twin fiddling, we will include viola and another *novelty* instrument to be revealed during the session! A traditional ballad or two will also be in the mix.	E 	S	Princess	2030	11377					
M42a	Song Swap Party	An open folk song sing-around. Bring a song to share — preferably something that others can pick up and join in on — or just come sing and listen along on the choruses and harmonies. 	G S	S	Princess	2130	9741	4340				
M125	Introduction to English Handbell Ringing	We will perform a short, simple piece, followed by a hands-on workshop. Participants will learn basic ringing techniques and perform as a group at the end of the session.	T B	S	Westborough	1000	11915					
M74b	Ukulele Off the Page	Have you been an ukulele player who is always asking "Where's the songsheet?"  This is your chance to get off the page!    We'll be playing easy songs that everyone knows that have three or four chords (C, Am, F, and G).  If you're not sure which chord to play, there are only a couple options to try.    There will be no handouts, and this will help players who tend to be attached to a songsheet to practice hearing chord changes and play along.  	G S	S	Westborough	1100	2661					
M1397	Traditional Music of E. Europe, Georgia, & the Balkans	The Yale Slavic Chorus will perform SSA arrangements of traditional folk music from Eastern Europe, the Balkans, and Georgia. 	E 	S	Westborough	1200	12916					
M407c	The Ultimate Parody Jam!	Take a tune everyone knows. Write new words. Make it fun and easy to sing along with and share it with everybody at NEFFA. It's the Ultimate Parody Jam!	G B	S	Westborough	1300	4101	1602				
M412a	Songs of Mine and Mill	19th and 20th century songs about miners and mill workers, their lives, their work, and their unions. Many have choruses or refrains.	E 	S	Westborough	1400	4038	544				
M205b	How to Play the Irish Bodhran	Jeanne Hansberry, Dave Miller  Introduction to Irish Bodhran:  a demonstration of handling technique.  Explore Irish music rhythms.  We'll consider session etiquette, play some tunes with the fiddler, explore ornamentation.Bring a bodhran or  substitute.	T B	S	Westborough	1500	11402					
M154b	Argentine Tango Jam	Play tunes for Argentine tango. I will supply links to sheet music.	G S	S	Westborough	1600	12974					
M412b	Songs of Road and Rail	Songs about highways and railways, and the folks who built them, worked on them, or traveled on them. Many songs have choruses or refrains. 	E 	S	Westborough	1900	4038					
M164a	Stories for Grownups 	Traditional and original stories on adult themes 	E 	S	Westborough	2000	3045					
M1269	Hammer Dulcimer - Making Sense	Let’s demystify the hammered dulcimer! We will demonstrate various tunes  and encourage  participants to share a piece of music or just learn the basics of how to start playing.	T B	S	Westborough	2100	12650	1443				
				S	Westborough	2200						
				S	Southborough	1000						
M456b	A Guide to Harmony Singing	an easy to understand guide to making up and singing harmony  - a sprinkling of theory, and a chance to practice.  50 years of singing with vocal groups (the Short Sisters, the Solstice Sisters), and at large group and pub sings.	T S	S	Southborough	1030	2102	12647				
M188	Folk and Religious Music from the Republic of Georgia	Folk songs and hymns from the Republic of Georgia, reflecting their unique polyphony and distinctive musical tradition.	E 	S	Southborough	1130	964					
M304	Succession!	Over the long-term, thriving groups find ways to identify core values, nurture new leaders, and hand-off the reins to the next generation. We can all agree with that concept, but "the devil is in the details." Join us for lively conversation about success stories, best practices, and strategies to help your group thrive.	C 	S	Southborough	1230	888	797				
M1272	'Fishermen's Ballads' 150 Years On	A talk/performance featuring selections from 'Fishermen's Ballads and Songs of the Sea', a compilation of 120 pieces published by the Procter Brothers of Gloucester, MA in 1874 	E 	S	Southborough	1430	3367					
M45	Django, Jazz, & Bluegrazz	Blue Jersey Band plays jazz, swing, bluegrass, and folk on guitars and mandolin- tight harmonies, masterful flatpicking- something for everyone. 	E 	S	Southborough	1530	9027					
M1142	Balkan Singing Workshop	Learning some Balkan songs, Warm ups, Vocal technique and Stage presence.	T S	S	Southborough	1630	1779					
M1108	Routes of the Blues	The blues have travelled many routes through American music. Join Cousin Louis for a few stops along the way to sample the sounds that the blues have made.	E 	S	Southborough	1730	12458					
M1380	Slow Jam: The Pulse of a Jig	The pulse of a jig can vary so widely, from light-hearted to lyrical to military march. Learn to play jigs in different styles, and to choose the best style for a given dance.	G S	S	Southborough	1830	2029	1083				
M293c	Music Concert of Unusual Instruments 	Fiddle tunes from all over plus various unusual instruments.	E 	S	Southborough	1930	12498					
M139b	Keeping Our Bodies Dancing As We Age	Useful movements to incorporate into our lives so that our bodies are more comfortable and can continue to dance and make music. For bodies of any age and ability!	G B	S	Sudbury	1000	7791					
M1425	Little People, Big Feelings	Participatory family concert, with songs to help young children understand, cope with, and express their big feelings safely, and to help them understand the feelings of others. 	G F	S	Sudbury	1100	1602					
M456c	You Can Count With Me	Counting songs, finger plays, zipper songs for young children. 3-7 year olds will get the most out of this, but all are welcome.  Sing along, move along, circle along!	G F	S	Sudbury	1200	2102					
M106a	A Family Cabaret	Sparkling with energy, wit & whimsy, Jackson incorporates interactive song, movement and stories in a rollicking mix of comedy and music for all ages.	E F	S	Sudbury	1300	743					
M1116	Come Sing Along!	Bring your kids  for a delightful session of songs of peace, love, joy, and justice.  Cherished classics include spirituals, songs of Pete Seeger and Ella Jenkins and more.  	G F	S	Sudbury	1400	12479					
M1385b	Queer Maritime Music	In historical record and the modern community, queerness is threaded through sea songs from Sweet Mary Starbuck to the Handsome Cabin Boy. Learn about sailors, singers, and the queer sea.	E 	S	Sudbury	1500	12904					
M210	Fat Ton Trad - Bal Folk Tune Workshop	Learn the melody and accompaniment for a few traditional French dance tunes, and jam with us. All instruments, intermediate and up.	G S	S	Sudbury	1600	12897					
M504	Lilting Jam: Singing the Tunes	 We'll start out with a little primer on how to lilt and learn a few example tunes by ear and then attendees will be invited to request or teach their favorite tune for us all to sing.	G B	S	Sudbury	1700	12268					
M55a	Ballads: Stories Told and Sung	Stories, sung and told, with an emphasis on recitation. Stories told in rhyme after the fashion of Robert Service.	E 	S	Sudbury	1900	12					
M1357	Sad Song Swap	A gathering to share tender moments of sweetness, sadness and melancholy. Bring your voice, your tissues and your best 2 AM pub night songs.	G S	S	Sudbury	2000	4525					
M157	French Jam	A guided jam session of French Trad, Balfolk and Breton dance music. Lively, fun and easy! Tunebooks provided. All levels welcome, no prior experience with the genre required. Music session, not a dance.	G B	S	Sudbury	2100	10835					
				S	Sudbury	2200						
M1385c	Social Singing 101	Nervous to lead a song, sing along, or harmonize? Join us for a workshop on tips and etiquette, and a structured sing to get even the shyest singers comfortable. 	C 	S	Duchess	1000	12904					
M1135c	Start and Grow a Dance Series	Organizers, callers, musicians and dancers: come to this knowledge-sharing session.  Aimed at those who are growing a dance series or starting one from scratch.  What worked?  What failed?  What new ideas are you trying?  Why isn't everybody here?!	C 	S	Duchess	1100	12500					
M42b	Watch Out!: Warnings, Wrongdoing, and Wrath	Becky and Nicole sing traditional songs and songs-in-the-tradition with beautiful poetry, enchanting stories, and delicious harmonies. In this concert they’ll share songs involving various bad decisions and their consequences, with many opportunities for the audience to sing along.	E 	S	Duchess	1400	9741	4340				
M1087	Mostly Swedish Jam	We will be hosting a jam of our favorite Scandi tunes. We'll have a tune book available for those new to the tunes. 	G S	S	Duchess	1500	12476					
M265b	Songs from the Osterie (Italian Taverns)	Tavern singing from Italy and Italian immigrant families.	G B	S	Duchess	1700	11989					
M106b	Songs of Earth, Moon, & Beyond	Jackson Gillman with a mix of earthy, loony, and heavenly songs, accompanied by his favorite star, daughter Jillian Estelle. 	E 	S	Duchess	1800	743	12653				
M264	Pioneering Women of Old-Time 	This program showcases groundbreaking female musicians from the 1920's and beyond, their stories, songs and struggles. Artists include Jean Ritchie, Cousin Emmy, Lilly Mae Ledford and more.	E 	S	Duchess	1900	9642	12874				
M407a	NEFFA Funny Song Swap Hour!	Funny songs, silly songs, and other songs to make you laugh. Audience participation is encouraged.	G B	S	Duchess	2000	4101					
M407d	Remembering Phil Ochs	Join us as we celebrate the life of Phil Ochs, whose songs about society and struggle are as timely now as they were in the 1960s.	G B	S	Duchess	2100	4101					
M1360a	Django Jazz Jam	For players interested in exploring manouche jazz as exemplified by the music of Django Reinhardt. We will play melodies with possible improvisation on the form. 	G S	S	Duchess	2200	12864					
				S	Seminar	1000						
M216c	Sagebrush to Silver Screen: Cowboy Songs	From authentic cowboy songs collected 1880-1920, to "singing cowboy" Tin Pan Alley songs written for the movies, the American cowboy's image has been shaped by the songwriter's art.  Many choruses for audience participation.	G B	S	Seminar	1100	919					
M479b	The Secret History of Chanteys	A talk on the research for a forthcoming book on sailor work songs, their history, origins, context, use, decline, and their place in contemporary culture.	P 	S	Seminar	1200	575					
M1392	Missouri Fiddling: The Little Dixie Region	This is a workshop on Missouri fiddling from the Little Dixie region (Central Missouri). We will learn the tune "Marmaduke's Hornpipe".	T S	S	Seminar	1300	12909					
M74a	Power Harmonies	Come and plan to lift your voices! As Power Harmonies, Lynn Noel and Ken Mattsson sing with depth, power, and passionate attention to the spirit in the song. As experienced dancers of contra, English country, and Scandinavian gammaldans, their duo sound can be described as "ballroom dancing for the voice." They are noted for inspiring harmonies and making the rafters ring.	E 	S	Seminar	1500	7824					
M209	How to Apply to NEFFA	NEFFA has been welcoming new performers for 80 years. Are you thinking about becoming a performer? Wonder about how to submit a successful application? How can we encourage new performers to apply? Come join this discussion on how the Program Committee works and how we can help you join our community of performers.	C 	S	Seminar	1600	12657					
M77b	Homecoming Album Launch	Join Alex Cumming as he celebrates the launch of his brand new album, Homecoming, which is fresh off it's launch tour in March with Audrey Jaber and Max Newman. Join Alex for this special solo performance of songs and tunes from the brand new album, along with stories and maybe a special guest or two. 	E 	S	Seminar	1700	11126					
M275a	Maritime Ballads:  Context from Content	Context from Content in Maritime Music – Chris Koldewey - Deciphering "clues" that were left for us in the work songs and ballads of 19th and early 20th C maritime trades and folksongs. We’ll look at singing the songs that might contain obscure, or confusing references and terms, and explore potential meanings and definitions in order to sing them with more intent and understanding. Although some chanteys may be used, the sources will be largely from the “non-work song” maritime themed ballads and songs.   	P 	S	Seminar	1800	2935					
M1341	Original Acoustic Songs	Acoustic folk duo The Mail will play original songs written by Jeremy Van Cleave on the guitar accompanied by Nathaniel Diamond-Jones on fiddle.	E 	S	Seminar	1900	2071	4350				
M479a	ABCs of American Roots Music	A whirlwind tour of Appalachian, Blues, Bluegrass, Cajun, Celtic, Chanteys, and Early Country music performed on fiddle, banjo, guitar, mandolin, button accordion, along with some wild stories. 	E 	S	Seminar	2000	575					
				S	Seminar	2100						
M353	Breton and French Dances!	Ganivelle plays lively traditional French dance music from Brittany, Haute Savoie and the Auvergne, on fiddle, mandolin, crumhorn, cornamuse, recorders, bagpipes, hurdy gurdy, accordion, and concertina. 	E 	S	Trade Center Tent	1000	12521					
M1208	World Music Concert	Boston Harmony, a multi-generational community choir, will perform a variety of singing traditions from the Balkans, Caucasus Georgia, and South Africa, as well as American shape-note songs and early music.	E 	S	Trade Center Tent	1100	2058					
M1394	Protest Songs: Sharing & Leading	A group sharing circle of songs for direct actions & other protests. Optionally, you can practice song-leading too!  	G B	S	Trade Center Tent	1200	12912					
M1240	Connecticut Sea Music Festival Chantey Sing	Members of the Connecticut Sea Music Festival will lead a chantey sing for all to enjoy.  Raise your voices in maritime song!	G B	S	Trade Center Tent	1300	12855					
m12	Music of Scotland and Cape Breton	Scottish and Cape Breton tunes arranged by Neil Pearlman bring a unique sound while keeping  to tradition. Our big fiddle sound is enhanced by flute, whistle, guitars, mandolins, cellos and more.	E 	S	Trade Center Tent	1400	11420					
M1080b	Parlor Party - Sing and Jam	In the 1800's groups gathered  ‘in the parlor’  to play music using whatever instruments were at hand.  This participatory workshop includes songs by Stephen Foster, Isaac Baker Woodbury, Henry Clay Work, and others. Instruments welcome. 	G S	S	Trade Center Tent	1500	5529					
M134	Shape Note Workshop	Join us for a singing school, early New England, shape-note style. We will have you singing the rich and powerful 4-part harmonies that brought colonial communities together. No experience necessary.	T B	S	Trade Center Tent	1600	9034					
M22b	Sacred Harp Singing	Join us for shape-note singing from the Sacred Harp, in the traditional "hollow square."	G S	S	Trade Center Tent	1700	1472					
M85b	Introductory Hand Drumming Workshop	For anyone interested in learning the basics of hand drumming, this workshop will show you how to get a decent sound from a variety of hand drum types and then you will learn how to play common rhythms from a variety of cultural traditions.  No prior experience required.  Enough drums will be available for 40 people to participate (you are welcome to bring your own drum if you can).	T B	S	Trade Center Tent	1800	9891					
M334	Pub Sing with Jack in the Green	Join with Jack in the Green Morris for a traditional Pub Sing. No experience needed. Bring a song to share (preferably with a chorus for others to join in with) or just come to sing along! Spectators welcome.	G B	S	Trade Center Tent	1900	969					
M43b	Contra Tune Slow Jam	Dave and Chris will lead a slow jam session of favorite traditional tunes commonly played for New England style Contra Dancing. All instruments and levels welcome! No written music; all tunes will be played by ear. 	G S	S	Trade Center Tent	2000	316	1367				
				S	Trade Center Tent	2100						
T409f	Tribute to Tony Parkes	A happy celebration of the iconic contra and square dance caller, Tony Parkes. We will dance and enjoy material Tony wrote or made popular, all to fabulous music. 	D S	U	Trade Center West	1100	12965	6321				
T1090b	Wavy Contras	Short waves, long waves, ocean waves, you name it! This session will feature dances that make use of the wavy line formation in fun and creative ways.	D S	U	Trade Center West	1400	5983	12927				
T269a	David Kaynor Tunes & Contras	Dances choreographed by the late great David Kaynor - influential caller and fiddler from Western Massachusetts and known well beyond its borders - paired with tunes composed by, with, or for David.	D S	U	Trade Center West	1500	10898	12900				
T1090d	Festival Orchestra Contras and Sqs—Merry Go Round at 4:35!	Join us for our traditional big, open-band finale. We'll dance good, fun contras and the amazing Merry Go Round square to the joyful sound of the Festival Orchestra.	D S	U	Trade Center West	1600	5983	4196	12101			
R197	French Balfolk Sampler	Come learn the most common balfolk dances seen out on the dance floor.	T B	U	Ballroom AB	1100	2797	11181	12384			
P455e	Learn Rørospols! (Norwegian Cpl Dance)	Learn Rørospols, a Norwegian dance popular all over the world in Scandinavian and International folkdancing circles. Efficient teaching, with maximal moving to music.  	T S	U	Ballroom AB	1200	1710	1939	12775			
R90c	Balkan Dance Party	Favorite Balkan dances with live music by Rakiya.	N S	U	Ballroom AB	1530	4891					
				U	Sterling	1000						
M23	Honky Tonk Singalong	Sing along to classic country and honky-tonk songs with the Planet Banjo Country Band. Songs by Hank Williams, Loretta Lynn, Merle Haggard… All words provided.	G B	U	Sterling	1330	4865					
M450	More Celtic Misery & Mayhem	Some of the most beautiful Celtic tunes relate to sad lyrics- lost love, life, home. But tempered with some lively mayhem!	E 	U	Sterling	1430	12896					
				U	Sterling	1630						
				U	Princess	1300						
M43a	McQuillen Tune Slow Jam	Dave and Chris will lead a slow jam session of favorite tunes composed by Bob McQuillen, a New England piano and accordion player who inspired many of us. Music will be provided, but playing by ear is encouraged. All instruments and levels welcome.	G S	U	Princess	1330	316	1367				
M178	Beatles Singalong	This year we will be singing songs from Abbey Road.  We are really looking forward to this one!	G F	U	Princess	1430	3514					
M1375	Women of Folk	We wish to perform folk music either written or accomplished by women.	E 	U	Princess	1530	9663					
				U	Princess	1630						
M293b	Tunewriting Workshop	Group will write a tune and Larry will explain and demonstrate how he writes them.	T B	U	Westborough	1000	2063					
M1360b	Klezmer Jam	Eastern European Jewish music from the Old/New world	G S	U	Westborough	1100	12888					
M113	In the 'Made Up Here Lately' Tradition	David sings a cappella with an English accent, drawing  on British and American sources  in his songs and parodies. Moments of seriousness may occur, but not many.  Songs with choruses  encourage participation.	E 	U	Westborough	1200	510					
M234b	Melodic Clawhammer Banjo Workshop	Clawhammer banjo. How to play authentic-sounding Celtic reels in clawhammer style. 	T S	U	Westborough	1300	2360					
M242c	Cajun Fiddle Workshop	Cajun Fiddle Workshop.  (Int./Adv). Learn a Classic Cajun Tune and seconding.	T S	U	Westborough	1400	1286					
